,Unnamed: 0.1,Unnamed: 0,id_account,client_id,in_default,balance,housing,loan,contact,id_campaign,account_id,day,month,duration,campaign,pdays,previous,id_account.1,age,job,marital,education,monthly_income,id_outcome,campaign_id,poutcome,y,prediction,prob_0,prob_1,expected_revenue
10868,44307,44307,44308,6643716,no,1058,no,no,cellular,44308,44308,27,jul,218,2,91,3,6643716,61,retired,married,secondary,854.2999035044845,44308,44308,success,unknown,1,0.15,0.85,726.1549179788118
10874,43869,43869,43870,6170624,no,70,no,no,cellular,43870,43870,4,jun,346,2,128,8,6170624,39,housemaid,divorced,secondary,854.0318988317248,43870,43870,success,unknown,1,0.15,0.85,725.927114
11009,45132,45132,45133,5819321,no,1058,no,no,cellular,45133,45133,27,oct,277,1,92,5,5819321,61,retired,married,secondary,847.2821227569723,45133,45133,success,unknown,1,0.15,0.85,720.1898043434264
11038,44197,44197,44198,4199393,no,938,no,no,cellular,44198,44198,15,jul,392,2,183,3,4199393,61,retired,married,secondary,845.3678149361635,44198,44198,success,unknown,1,0.15,0.85,718.5626427
11280,45025,45025,45026,3186030,no,938,no,no,cellular,45026,45026,15,oct,212,2,92,5,3186030,61,retired,married,secondary,832.4841997737756,45026,45026,success,unknown,1,0.15,0.85,707.6115698077092
12444,19796,19796,19797,6309803,no,5177,no,no,cellular,19797,19797,8,aug,102,2,-1,0,6309803,38,unemployed,married,secondary,772.3495812565154,19797,19797,unknown,unknown,1,0.15,0.85,656.4971440680381
12935,41858,41858,41859,6514705,no,519,no,no,telephone,41859,41859,16,oct,434,1,57,1,6514705,73,retired,married,unknown,748.3583119,41859,41859,failure,yes,1,0.15,0.85,636.1045650956056
13108,41197,41197,41198,9794253,no,519,no,no,telephone,41198,41198,20,aug,91,1,-1,0,9794253,73,retired,married,unknown,741.2243935303284,41198,41198,unknown,unknown,1,0.15,0.85,630.0407345007791
14300,42661,42661,42662,9055416,no,817,no,no,cellular,42662,42662,14,jan,517,1,282,4,9055416,48,unemployed,married,secondary,685.0538691,42662,42662,success,yes,1,0.15,0.85,582.2957887499234
15539,44215,44215,44216,6971164,no,817,no,no,cellular,44216,44216,16,jul,806,3,183,5,6971164,48,unemployed,married,secondary,631.7878397604732,44216,44216,success,unknown,1,0.15,0.85,537.0196637964021
16821,41431,41431,41432,5106877,no,4565,no,no,cellular,41432,41432,4,sep,369,1,-1,0,5106877,37,unemployed,married,unknown,582.7027220890737,41432,41432,unknown,no,1,0.15,0.85,495.2973137757127
17086,45166,45166,45167,9314410,no,79,no,no,telephone,45167,45167,9,nov,394,1,390,2,9314410,41,unemployed,single,tertiary,573.7001142237531,45167,45167,success,unknown,1,0.15,0.85,487.6450970901901
29,43734,43734,43735,3905406,no,583,no,no,cellular,43735,43735,17,may,376,1,181,3,3905406,52,management,married,tertiary,5530.860786785036,43735,43735,success,unknown,1,0.16,0.84,4645.923061
39,44863,44863,44864,1452034,no,224,no,no,cellular,44864,44864,23,sep,409,2,92,4,1452034,33,management,single,tertiary,5394.133208939449,44864,44864,success,unknown,1,0.16,0.84,4531.071895509137
65,9906,9906,9907,1594385,no,190,no,no,unknown,9907,9907,9,jun,271,2,-1,0,1594385,55,management,married,secondary,5059.820749064271,9907,9907,unknown,unknown,1,0.16,0.84,4250.249429213987
90,42269,42269,42270,2915169,no,2671,no,no,cellular,42270,42270,13,nov,180,3,91,4,2915169,46,management,married,tertiary,4876.919457,42270,42270,success,unknown,1,0.16,0.84,4096.612343495507
197,40984,40984,40985,4851554,no,616,no,no,cellular,40985,40985,13,aug,293,2,105,2,4851554,56,management,married,tertiary,4351.390132720922,40985,40985,success,unknown,1,0.16,0.84,3655.167711485575
235,43524,43524,43525,2405770,no,997,no,no,cellular,43525,43525,22,apr,554,1,304,2,2405770,62,management,married,tertiary,4208.735546146029,43525,43525,success,unknown,1,0.16,0.84,3535.3378587626644
284,42174,42174,42175,6092455,no,935,no,no,cellular,42175,42175,9,nov,165,1,91,7,6092455,32,management,single,tertiary,4058.0338896100784,42175,42175,success,unknown,1,0.16,0.84,3408.748467272466
326,40743,40743,40744,6076005,no,5437,no,no,cellular,40744,40744,10,aug,131,1,98,2,6076005,33,management,single,tertiary,3930.6060597781848,40744,40744,success,unknown,1,0.16,0.84,3301.709090213675
370,41425,41425,41426,1768304,no,2587,no,no,cellular,41426,41426,4,sep,328,2,94,2,1768304,55,management,married,primary,3829.983393911863,41426,41426,success,yes,1,0.16,0.84,3217.186050885965
378,43966,43966,43967,4936856,no,224,no,no,cellular,43967,43967,23,jun,342,2,107,2,4936856,33,management,single,tertiary,3817.6748820187136,43967,43967,success,unknown,1,0.16,0.84,3206.846900895719
489,33974,33974,33975,9401654,no,616,no,no,cellular,33975,33975,30,apr,225,1,83,1,9401654,56,management,married,tertiary,3565.145622894271,33975,33975,success,unknown,1,0.16,0.84,2994.722323231188
501,39789,39789,39790,4074908,no,707,no,no,cellular,39790,39790,1,jun,233,1,348,1,4074908,42,entrepreneur,married,secondary,3544.398137427879,39790,39790,success,unknown,1,0.16,0.84,2977.2944354394185
643,40366,40366,40367,5712332,no,997,no,no,cellular,40367,40367,22,jun,269,1,104,1,5712332,61,management,married,tertiary,3266.0886139680715,40367,40367,success,unknown,1,0.16,0.84,2743.514436
828,44990,44990,44991,3505862,no,4328,no,no,cellular,44991,44991,12,oct,203,4,165,14,3505862,31,management,married,tertiary,3043.492467644977,44991,44991,success,unknown,1,0.16,0.84,2556.5336728217803
878,42064,42064,42065,6336813,no,3663,no,no,cellular,42065,42065,29,oct,424,2,213,3,6336813,47,management,married,tertiary,2984.354924579226,42065,42065,success,unknown,1,0.16,0.84,2506.8581366465496
1199,28515,28515,28516,2603557,no,1996,no,no,cellular,28516,28516,29,jan,111,2,-1,0,2603557,26,technician,single,tertiary,2702.276689842131,28516,28516,unknown,unknown,1,0.16,0.84,2269.912419
1333,43418,43418,43419,9865949,no,2325,no,no,cellular,43419,43419,5,apr,270,3,241,4,9865949,30,technician,single,tertiary,2592.788947258364,43419,43419,other,no,1,0.16,0.84,2177.942715697025
1338,34388,34388,34389,9186345,no,2443,no,no,cellular,34389,34389,4,may,9,8,-1,0,9186345,38,technician,single,tertiary,2589.087752369172,34389,34389,unknown,unknown,1,0.16,0.84,2174.8337119901043
1366,39340,39340,39341,4945683,no,-242,yes,no,cellular,39341,39341,18,may,1173,3,278,6,4945683,38,technician,single,secondary,2564.8283599080864,39341,39341,success,yes,1,0.16,0.84,2154.4558223227928
1516,41165,41165,41166,8172962,no,3411,no,no,cellular,41166,41166,19,aug,225,2,-1,0,8172962,25,technician,single,tertiary,2457.0637844078296,41166,41166,unknown,unknown,1,0.16,0.84,2063.9335789025768
1727,41349,41349,41350,5057367,no,2340,no,no,cellular,41350,41350,31,aug,65,5,97,3,5057367,33,technician,single,tertiary,2314.636703,41350,41350,failure,unknown,1,0.16,0.84,1944.294830106989
1731,39925,39925,39926,5361888,no,4987,no,no,cellular,39926,39926,2,jun,924,2,113,21,5361888,28,technician,single,tertiary,2312.605656443287,39926,39926,success,unknown,1,0.16,0.84,1942.588751412361
1807,10784,10784,10785,1463163,no,2496,no,no,unknown,10785,10785,17,jun,193,1,-1,0,1463163,38,technician,single,tertiary,2261.7408165614343,10785,10785,unknown,unknown,1,0.16,0.84,1899.8622859116049
1828,41437,41437,41438,3044602,no,882,no,no,cellular,41438,41438,4,sep,293,1,93,1,3044602,31,technician,single,tertiary,2243.5749420300003,41438,41438,success,unknown,1,0.16,0.84,1884.6029513052
1852,21221,21221,21222,4637560,no,3818,no,no,cellular,21222,21222,18,aug,100,4,-1,0,4637560,32,technician,single,tertiary,2232.0547427892034,21222,21222,unknown,unknown,1,0.16,0.84,1874.9259839429308
1944,44499,44499,44500,9790995,no,2325,no,no,cellular,44500,44500,10,aug,263,1,127,7,9790995,30,technician,single,tertiary,2185.849745177536,44500,44500,failure,unknown,1,0.16,0.84,1836.1137859491305
1969,44467,44467,44468,3142512,no,1536,no,no,cellular,44468,44468,6,aug,140,1,182,4,3142512,42,admin.,married,tertiary,2171.767875938121,44468,44468,failure,unknown,1,0.16,0.84,1824.2850157880216
2403,23094,23094,23095,2847210,no,434,no,no,cellular,23095,23095,26,aug,76,4,-1,0,2847210,45,admin.,married,secondary,1970.77123196274,23095,23095,unknown,unknown,1,0.16,0.84,1655.4478348487012
2463,34222,34222,34223,5690608,no,3620,no,no,cellular,34223,34223,4,may,346,2,-1,0,5690608,49,admin.,married,secondary,1948.168925556551,34223,34223,unknown,unknown,1,0.16,0.84,1636.4618974675027
2487,27753,27753,27754,3801537,no,323,no,no,cellular,27754,27754,28,jan,159,1,226,1,3801537,43,entrepreneur,single,unknown,1936.7788814039588,27754,27754,success,unknown,1,0.16,0.84,1626.8942603793253
2520,25460,25460,25461,8266694,no,1206,no,no,cellular,25461,25461,19,nov,180,3,-1,0,8266694,44,admin.,married,secondary,1922.0379815052863,25461,25461,unknown,unknown,1,0.16,0.84,1614.5119044644405
2540,11251,11251,11252,6444909,no,707,no,no,unknown,11252,11252,18,jun,707,1,-1,0,6444909,41,entrepreneur,married,secondary,1912.762279631189,11252,11252,unknown,unknown,1,0.16,0.84,1606.7203148901986
2692,19815,19815,19816,9840469,no,2427,no,no,cellular,19816,19816,8,aug,261,2,-1,0,9840469,30,technician,single,tertiary,1866.4267713021509,19816,19816,unknown,unknown,1,0.16,0.84,1567.7984878938066
2894,40222,40222,40223,8187935,no,3630,no,no,telephone,40223,40223,9,jun,221,7,-1,0,8187935,25,technician,single,tertiary,1798.991749877556,40223,40223,unknown,unknown,1,0.16,0.84,1511.153069897147
3538,23185,23185,23186,3816663,no,1632,no,no,cellular,23186,23186,27,aug,65,6,-1,0,3816663,34,services,married,secondary,1615.5085042055025,23186,23186,unknown,unknown,1,0.16,0.84,1357.027143532622
3783,42234,42234,42235,3721911,no,386,no,no,cellular,42235,42235,12,nov,253,1,92,4,3721911,33,services,married,secondary,1569.4144971878568,42235,42235,failure,yes,1,0.16,0.84,1318.3081776377996
3963,44903,44903,44904,9268923,no,2678,no,no,cellular,44904,44904,28,sep,282,2,187,1,9268923,38,services,married,secondary,1536.6046178814574,44904,44904,success,unknown,1,0.16,0.84,1290.7478790204243
4013,40727,40727,40728,4642170,no,1076,no,no,cellular,40728,40728,7,aug,88,1,259,4,4642170,33,services,married,secondary,1528.7053171788975,40728,40728,failure,unknown,1,0.16,0.84,1284.1124664302738
4118,32548,32548,32549,9339770,no,703,no,no,cellular,32549,32549,17,apr,282,2,150,2,9339770,34,services,married,secondary,1510.4153139647676,32549,32549,failure,unknown,1,0.16,0.84,1268.7488637304048
4297,18751,18751,18752,3330818,no,5048,no,no,telephone,18752,18752,31,jul,214,3,-1,0,3330818,43,admin.,married,secondary,1478.2858526350883,18752,18752,unknown,unknown,1,0.16,0.84,1241.760116213474
4432,25710,25710,25711,5997896,no,6451,no,no,telephone,25711,25711,19,nov,66,2,-1,0,5997896,51,services,married,unknown,1457.2325265708882,25711,25711,unknown,unknown,1,0.16,0.84,1224.075322319546
4686,19221,19221,19222,6374958,no,660,no,no,cellular,19222,19222,6,aug,740,2,-1,0,6374958,46,admin.,married,secondary,1420.0428858697178,19222,19222,unknown,unknown,1,0.16,0.84,1192.836024130563
4840,34139,34139,34140,7836584,no,478,no,no,cellular,34140,34140,30,apr,475,2,-1,0,7836584,33,services,married,secondary,1397.7936956390188,34140,34140,unknown,yes,1,0.16,0.84,1174.1467043367757
4971,42566,42566,42567,7670609,no,1347,no,no,telephone,42567,42567,28,dec,824,1,193,11,7670609,27,services,single,secondary,1377.6202762816713,42567,42567,success,unknown,1,0.16,0.84,1157.201032076604
4999,25050,25050,25051,2004236,no,1954,no,no,cellular,25051,25051,18,nov,65,1,110,2,2004236,41,blue-collar,married,secondary,1373.4384116558583,25051,25051,success,unknown,1,0.16,0.84,1153.688265790921
5434,43301,43301,43302,1555036,no,6046,yes,yes,telephone,43302,43302,15,mar,300,6,182,2,1555036,41,admin.,divorced,secondary,1310.532043109622,43302,43302,success,yes,1,0.16,0.84,1100.8469162120823
5462,17579,17579,17580,2578306,no,1538,no,no,cellular,17580,17580,29,jul,710,2,-1,0,2578306,41,services,married,unknown,1308.655198840309,17580,17580,unknown,unknown,1,0.16,0.84,1099.2703670258595
5571,25217,25217,25218,8496303,no,1208,no,no,telephone,25218,25218,18,nov,126,4,-1,0,8496303,48,admin.,married,secondary,1294.5182908071704,25218,25218,unknown,unknown,1,0.16,0.84,1087.3953642780232
5951,19760,19760,19761,3640447,no,208,no,no,cellular,19761,19761,8,aug,121,2,-1,0,3640447,58,unknown,married,secondary,1250.665597075852,19761,19761,unknown,unknown,1,0.16,0.84,1050.5591015437158
6946,18200,18200,18201,2790698,no,2682,no,no,cellular,18201,18201,30,jul,103,8,-1,0,2790698,43,admin.,married,secondary,1148.7559264670954,18201,18201,unknown,unknown,1,0.16,0.84,964.95497823236
7296,42219,42219,42220,6535700,no,1076,no,no,cellular,42220,42220,11,nov,131,1,96,5,6535700,33,services,married,secondary,1119.0085065702704,42220,42220,failure,unknown,1,0.16,0.84,939.9671455190272
7483,44188,44188,44189,2844621,no,3676,no,no,cellular,44189,44189,15,jul,415,2,342,1,2844621,47,admin.,married,secondary,1101.8131043408334,44189,44189,other,unknown,1,0.16,0.84,925.5230076
7750,38112,38112,38113,9660485,no,452,no,no,cellular,38113,38113,15,may,113,4,-1,0,9660485,47,admin.,married,secondary,1078.3430924259665,38113,38113,unknown,unknown,1,0.16,0.84,905.8081976378118
8774,1411,1411,1412,9921292,no,2211,no,no,unknown,1412,1412,8,may,149,1,-1,0,9921292,34,services,married,secondary,998.7021954606336,1412,1412,unknown,no,1,0.16,0.84,838.9098441869321
8780,33960,33960,33961,2970439,no,1337,no,no,cellular,33961,33961,30,apr,442,1,-1,0,2970439,34,services,married,secondary,998.3046785739706,33961,33961,unknown,unknown,1,0.16,0.84,838.5759300021352
9886,29097,29097,29098,7034162,no,790,no,no,cellular,29098,29098,2,feb,126,1,-1,0,7034162,43,services,married,unknown,924.8002617083288,29098,29098,unknown,unknown,1,0.16,0.84,776.8322198349962
10130,34041,34041,34042,4536773,no,1599,no,no,cellular,34042,34042,30,apr,226,1,78,2,4536773,31,services,single,secondary,908.1759782,34042,34042,success,unknown,1,0.16,0.84,762.8678217270708
10297,44416,44416,44417,5384855,no,19,no,no,cellular,44417,44417,4,aug,139,1,92,5,5384855,30,housemaid,single,tertiary,897.8573101448046,44417,44417,success,unknown,1,0.16,0.84,754.2001405216358
10962,31386,31386,31387,2462536,no,978,no,no,cellular,31387,31387,24,mar,132,1,-1,0,2462536,34,unemployed,married,secondary,859.6454546162676,31387,31387,unknown,unknown,1,0.16,0.84,722.1021818776647
11113,23954,23954,23955,3803589,no,324,no,no,cellular,23955,23955,29,aug,124,11,-1,0,3803589,54,services,married,unknown,851.6766571000636,23955,23955,unknown,unknown,1,0.16,0.84,715.4083919640534
11175,44158,44158,44159,4292701,no,71,no,no,cellular,44159,44159,13,jul,337,1,181,2,4292701,22,student,single,secondary,848.690841,44159,44159,success,unknown,1,0.16,0.84,712.9003064096038
11244,20407,20407,20408,4452686,no,2551,no,no,cellular,20408,20408,12,aug,645,2,-1,0,4452686,46,unemployed,married,secondary,845.1466072775329,20408,20408,unknown,unknown,1,0.16,0.84,709.9231501131276
11275,31414,31414,31415,6323442,no,9601,no,no,telephone,31415,31415,27,mar,515,1,-1,0,6323442,77,retired,married,secondary,842.8464639887437,31415,31415,unknown,unknown,1,0.16,0.84,707.9910297505447
11332,40929,40929,40930,1825104,no,1040,no,no,telephone,40930,40930,12,aug,542,1,78,5,1825104,46,unemployed,married,secondary,839.9091376,40930,40930,failure,unknown,1,0.16,0.84,705.5236755496188
11551,42989,42989,42990,3342846,no,638,no,no,cellular,42990,42990,11,feb,288,1,188,1,3342846,77,retired,married,secondary,827.3303088999373,42990,42990,success,unknown,1,0.16,0.84,694.9574594759473
12010,30330,30330,30331,2700611,no,7357,no,no,cellular,30331,30331,5,feb,604,1,-1,0,2700611,57,unemployed,married,secondary,803.3759602294981,30331,30331,unknown,unknown,1,0.16,0.84,674.8358065927783
12900,23600,23600,23601,5676044,no,7175,no,no,cellular,23601,23601,28,aug,98,14,-1,0,5676044,51,services,married,unknown,759.1914265936592,23601,23601,unknown,unknown,1,0.16,0.84,637.7207983386737
13165,41753,41753,41754,1881306,no,4216,no,no,cellular,41754,41754,12,oct,92,1,-1,0,1881306,83,retired,married,unknown,747.2131246570859,41754,41754,unknown,unknown,1,0.16,0.84,627.6590247119522
13341,33766,33766,33767,1906886,no,211,no,no,telephone,33767,33767,22,apr,195,3,-1,0,1906886,82,retired,married,unknown,738.0269436162262,33767,33767,unknown,unknown,1,0.16,0.84,619.9426326376299
13437,44493,44493,44494,7145393,no,108,no,no,cellular,44494,44494,10,aug,168,1,182,2,7145393,19,student,single,unknown,733.6662540952483,44494,44494,success,unknown,1,0.16,0.84,616.2796534400086
13531,40650,40650,40651,1532243,no,1291,no,no,cellular,40651,40651,5,aug,150,1,97,2,1532243,37,unemployed,single,tertiary,729.1363686626045,40651,40651,success,unknown,1,0.16,0.84,612.4745496765877
13708,43258,43258,43259,1714669,no,108,no,no,cellular,43259,43259,9,mar,273,2,182,1,1714669,19,student,single,unknown,721.2813959,43259,43259,success,unknown,1,0.16,0.84,605.8763725464072
13760,42954,42954,42955,5916272,no,108,no,no,cellular,42955,42955,9,feb,92,1,183,1,5916272,18,student,single,unknown,718.8213917127006,42955,42955,success,unknown,1,0.16,0.84,603.8099690386684
14471,44890,44890,44891,3903881,no,923,no,no,unknown,44891,44891,27,sep,6,1,-1,0,3903881,36,unemployed,married,secondary,685.7864808257293,44891,44891,unknown,unknown,1,0.16,0.84,576.0606438936126
18672,29829,29829,29830,6907114,no,553,no,no,telephone,29830,29830,4,feb,125,1,-1,0,6907114,43,unemployed,married,secondary,523.5759726508169,29830,29830,unknown,unknown,1,0.16,0.84,439.80381702668615
31,3423,3423,3424,2376377,no,0,yes,no,unknown,3424,3424,15,may,197,4,-1,0,2376377,45,management,single,tertiary,5566.412794461946,3424,3424,unknown,unknown,1,0.17,0.83,4620.122619403415
97,43677,43677,43678,5040925,no,1624,no,no,cellular,43678,43678,12,may,166,3,182,10,5040925,54,management,married,tertiary,4885.773061310612,43678,43678,success,unknown,1,0.17,0.83,4055.191640887808
150,41781,41781,41782,2547655,no,2646,no,no,cellular,41782,41782,13,oct,221,1,182,1,2547655,35,management,single,tertiary,4605.040386529016,41782,41782,success,unknown,1,0.17,0.83,3822.1835208190832
226,42966,42966,42967,4505113,no,935,no,no,cellular,42967,42967,9,feb,385,2,92,8,4505113,33,management,single,tertiary,4298.728671642512,42967,42967,success,unknown,1,0.17,0.83,3567.944797463285
228,43475,43475,43476,4239379,no,2646,no,no,cellular,43476,43476,14,apr,133,8,183,2,4239379,35,management,single,tertiary,4293.593091919423,43476,43476,success,unknown,1,0.17,0.83,3563.6822662931213
290,34098,34098,34099,4776242,no,5802,no,no,cellular,34099,34099,30,apr,618,2,-1,0,4776242,49,entrepreneur,single,secondary,4087.388397,34099,34099,unknown,unknown,1,0.17,0.83,3392.5323694587973
355,43317,43317,43318,9301943,no,1619,no,no,cellular,43318,43318,17,mar,184,1,321,2,9301943,32,management,single,tertiary,3919.4360393990873,43318,43318,success,unknown,1,0.17,0.83,3253.1319127012425
372,1938,1938,1939,7533589,no,230,no,no,unknown,1939,1939,9,may,73,4,-1,0,7533589,56,management,married,secondary,3872.172848209229,1939,1939,unknown,unknown,1,0.17,0.83,3213.90346401366
466,41742,41742,41743,4588093,no,1781,no,no,cellular,41743,41743,8,oct,611,2,183,1,4588093,33,management,single,tertiary,3640.0072111074446,41743,41743,success,unknown,1,0.17,0.83,3021.2059852191787
